id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
11511,M,1.35,1.0625,0.375,28.90231525,13.90542975,5.556502,7.824462,11.0
11512,F,1.5625,1.2125,0.4125,37.57726225,14.4865945,6.973977,11.056305,26.0
11513,F,1.6,1.3125,0.3875,37.1094955,16.68368075,6.30776375,13.324265,14.0
11514,M,1.7,1.3625,0.4125,44.338618,19.94387325,9.525432,11.7650425,11.0
11515,M,1.375,1.0625,0.3625,27.9242575,12.09106175,5.79747275,7.087375,16.0
11516,M,1.5,1.2,0.3875,30.107169,13.4660125,8.54737425,8.3631025,10.0
11517,M,1.4375,1.1125,0.3625,24.84833675,9.48290775,5.71242425,7.087375,10.0
11518,F,1.5375,1.225,0.4375,36.81182575,11.396499,6.973977,10.9145575,17.0
11519,I,0.9375,0.725,0.25,7.10154975,3.005047,1.7293195,2.324659,7.0
11520,M,1.4125,1.1,0.375,24.9192105,12.54465375,5.556502,6.7755305,9.0
11521,F,1.5125,1.1875,0.4,30.40483875,12.37455675,6.73300625,8.674947,26.0
11522,F,1.425,1.125,0.4,27.59823825,9.62465525,5.62737575,8.50485,13.0
11523,I,1.1875,0.9,0.3125,14.2030995,6.78970525,3.33106625,4.6776675,8.0
11524,M,1.1875,0.8875,0.3,11.12717875,5.273007,2.778251,3.685435,7.0
11525,M,1.3,1.0125,0.3,17.02387475,8.561549,4.025629,5.2446575,10.0
11526,F,1.725,1.35,0.4875,46.6916265,20.53921275,9.6104805,13.324265,9.0
11527,F,1.4375,1.125,0.3875,26.69105425,10.61688775,6.42116175,7.030676,12.0
11528,M,1.125,0.8875,0.2625,14.5432935,6.066793,3.04757125,4.9611625,10.0
11529,M,1.3125,1.0125,0.3875,24.720764,8.845044,5.42892925,10.0640725,14.0
11530,F,1.55,1.2125,0.45,30.1355185,10.70193625,6.123492,11.90679,11.0
11531,F,1.1625,0.875,0.25,12.60135275,6.0951425,3.0333965,3.685435,12.0
11532,I,1.1875,0.9125,0.2875,14.16057525,6.633783,3.72795925,4.6776675,9.0
11533,F,1.5375,1.2625,0.4375,33.46658475,12.23280925,7.200773,11.056305,21.0
11534,I,0.975,0.75,0.2375,7.72523875,3.92640575,1.6159215,2.11203775,6.0
11535,I,1.0125,0.675,0.1875,7.95203475,3.231843,1.63009625,1.8427175,7.0
11536,M,0.9875,0.7625,0.25,8.845044,3.742134,2.25378525,2.4097075,7.0
11537,M,1.475,1.1625,0.3625,27.68328675,12.757275,5.93922025,7.7961125,10.0
11538,M,1.7125,1.2625,0.3875,43.6865795,20.45416425,9.39785925,11.623295,11.0
11539,I,0.5125,0.3625,0.1125,0.6520385,0.3118445,0.226796,0.283495,5.0
11540,I,0.8625,0.6375,0.2375,5.85417175,2.3530085,1.03475675,1.5592225,5.0
11541,I,1.225,0.9375,0.3375,17.02387475,8.164656,3.86970675,5.5281525,8.0
11542,I,1.1125,0.85,0.3125,14.7700895,6.19436575,3.4869885,3.40194,13.0
11543,F,1.5625,1.2375,0.4375,31.7797895,13.777857,7.314171,10.489315,12.0
11544,M,1.5125,1.2375,0.35,30.43318825,12.23280925,5.8683465,8.9300925,10.0
11545,F,1.4,1.1,0.4,28.64716975,11.49572225,7.484268,9.2135875,12.0
11546,F,1.1625,0.9375,0.3125,16.51358375,6.36446275,3.30271675,4.819415,9.0
11547,I,0.7625,0.6,0.175,4.5642695,1.587572,1.14815475,1.304077,7.0
11548,I,0.525,0.375,0.15,1.20485375,0.4819415,0.24097075,0.3118445,5.0
11549,F,1.2625,0.95,0.2875,18.030282,8.94426725,4.3374735,4.1106775,8.0
11550,I,0.475,0.325,0.05,0.89300925,0.29766975,0.1417475,0.35436875,5.0
11551,M,1.5,1.175,0.4125,32.41765325,13.13999325,7.52679225,8.9300925,10.0
11552,M,1.2875,1.0,0.3875,23.71435675,8.9300925,4.35164825,8.9300925,18.0
11553,F,1.725,1.325,0.5125,47.400364,18.89494175,10.4042665,13.0691195,14.0
11554,M,1.5125,1.1375,0.4125,30.94347925,14.50076925,7.427569,7.087375,10.0
11555,M,0.975,0.725,0.2375,7.75358825,2.9766975,1.45999925,2.4097075,7.0
11556,M,1.5125,1.1875,0.3875,35.777069,13.70698325,7.01650125,9.4970825,15.0
11557,F,1.5625,1.2375,0.425,30.03629525,12.23280925,6.19436575,9.2135875,14.0
11558,F,1.5625,1.2,0.375,32.4601775,14.35902175,6.98815175,9.2135875,12.0
11559,I,0.8,0.625,0.2,4.40834725,1.91359125,1.077281,1.70097,6.0
11560,M,1.4875,1.1875,0.4375,30.4190135,12.0485375,6.3786375,9.07184,15.0
11561,F,1.5125,1.2,0.425,33.849303,11.97766375,6.67630725,8.9300925,12.0
11562,I,1.025,0.75,0.3,9.39785925,4.69184225,2.70737725,2.9766975,7.0
11563,F,1.4375,1.15,0.3875,28.44872325,12.79979925,5.57067675,7.81028725,12.0
11564,F,1.4375,1.125,0.3375,22.75047375,9.298636,5.386405,6.520385,8.0
11565,M,1.3125,1.025,0.325,17.4349425,6.860579,3.58621175,5.0745605,9.0
11566,I,1.3125,0.9875,0.35,17.44911725,6.2652395,3.6003865,5.386405,11.0
11567,M,1.3125,1.0625,0.375,23.28911425,11.1413535,4.706017,6.3786375,8.0
11568,I,1.05,0.8125,0.3375,10.4042665,4.6776675,1.54504775,2.9766975,13.0
11569,M,1.6375,1.3125,0.6,40.07201825,18.9091165,8.34892775,10.0640725,11.0
11570,M,1.3,1.0625,0.325,20.071446,9.14271375,3.81300775,6.13766675,9.0
11571,F,1.2625,1.0,0.325,18.80989325,7.3425205,4.06815325,6.520385,10.0
11572,I,1.375,1.0875,0.3625,21.0069795,8.9867915,4.422522,6.23689,10.0
11573,M,1.4875,1.1625,0.425,31.411246,11.963489,6.27941425,9.63883,11.0
11574,F,0.7125,0.525,0.1875,4.3941725,1.60174675,0.86465975,1.13398,9.0
11575,M,1.675,1.3125,0.4375,39.179009,13.9763035,8.15048125,11.4815475,25.0
11576,F,1.5875,1.3125,0.4125,37.98833,15.86154525,8.3064035,11.01378075,11.0
11577,I,1.175,0.9375,0.3125,13.8062065,5.443104,2.2963095,4.819415,8.0
11578,I,0.4625,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,4.0
11579,F,1.6,1.2625,0.4125,35.096681,13.65028425,6.67630725,9.36950975,9.0
11580,M,1.525,1.25,0.425,31.808139,14.89766225,6.7755305,9.6104805,11.0
11581,F,1.425,1.15,0.3625,24.47979325,10.262519,5.499803,7.087375,9.0
11582,M,1.575,1.2125,0.3875,34.62891425,15.762322,6.747181,10.0640725,14.0
11583,M,0.85,0.6375,0.2125,5.10291,2.14038725,1.37495075,1.5592225,12.0
11584,I,1.4625,1.125,0.375,24.67823975,10.13494625,5.20213325,7.1157245,8.0
11585,F,1.7125,1.2875,0.475,42.354153,15.06775925,9.6671795,12.8990225,20.0
11586,I,1.2125,1.0,0.3,14.61416725,6.577084,3.9972795,3.40194,7.0
11587,F,1.45,1.1625,0.4625,27.499015,11.963489,7.314171,8.50485,11.0
11588,F,1.4125,1.1125,0.375,28.8314415,12.3887315,5.783298,7.37087,9.0
11589,I,0.9,0.6625,0.2125,6.44951125,2.65067825,1.31825175,1.984465,7.0
11590,M,1.2,0.9375,0.3125,16.726205,6.02426875,3.0333965,4.9611625,12.0
11591,I,0.6875,0.5125,0.175,2.99087225,14.0330025,0.52446575,0.963883,6.0
11592,F,1.475,1.1,0.3375,24.040376,9.31281075,4.706017,7.93786,10.0
11593,I,1.15,0.875,0.2875,11.0279555,5.74077375,2.721552,3.2601925,7.0
11594,I,0.85,0.65,0.2125,5.71242425,2.53728025,1.45999925,1.5592225,9.0
11595,F,1.6125,1.2375,0.425,35.4652245,16.4710595,9.36950975,10.20582,9.0
11596,M,1.45,1.125,0.425,23.40251225,10.149121,5.20213325,5.5281525,10.0
11597,F,1.3375,1.0125,0.375,20.41164,9.39785925,4.479221,5.2446575,9.0
11598,M,1.3625,1.075,0.3875,20.921931,9.85145125,4.5075705,6.3786375,10.0
11599,M,1.45,1.15,0.3875,29.9654215,11.5949455,5.0745605,8.0796075,18.0
11600,M,1.45,1.15,0.4125,29.1149365,12.68640125,6.67630725,8.0796075,10.0
11601,M,1.525,1.2,0.4125,33.38153625,13.834556,8.3631025,9.7805775,10.0
11602,M,1.475,1.1625,0.325,24.5790165,11.97766375,5.10291,6.80388,9.0
11603,I,1.1,0.8125,0.3125,9.6104805,4.876114,2.33883375,2.9766975,7.0
11604,I,0.7,0.575,0.1875,3.6570855,1.34660125,0.80796075,1.00640725,7.0
11605,F,1.5125,1.15,0.3875,27.669112,11.49572225,6.44951125,7.2291225,11.0
11606,I,0.7875,0.5875,0.225,3.685435,1.54504775,0.89300925,1.417475,6.0
11607,M,1.0625,0.8125,0.25,8.4198015,4.23825025,1.7293195,2.9766975,10.0
11608,F,1.2875,0.9875,0.35,20.921931,8.09378225,4.082328,6.6621325,13.0
11609,M,1.5375,1.2,0.4125,32.21920675,13.42348825,6.917278,8.6465975,11.0
11610,I,0.9625,0.7,0.225,7.29999625,3.47281375,1.7293195,2.26796,7.0
11611,M,1.625,1.3125,0.4875,41.23434775,16.00329275,8.731646,12.190285,11.0
11612,M,1.4875,1.15,0.375,28.02348075,11.1980525,6.5487345,8.6465975,13.0
11613,I,1.1375,0.825,0.2875,12.74310025,5.71242425,2.48058125,2.9199985,7.0
11614,F,1.1625,0.875,0.3,13.437663,6.25106475,3.30271675,3.685435,7.0
11615,M,1.6875,1.3375,0.3875,40.78075575,18.07280625,8.391452,9.7805775,12.0
11616,I,0.8375,0.65,0.2125,5.783298,2.08368825,1.304077,1.644271,10.0
11617,F,1.4875,1.1625,0.375,30.71668325,14.968536,6.80388,8.9300925,12.0
11618,M,1.675,1.3125,0.3875,43.6298805,19.674553,9.015141,11.3398,10.0
11619,M,1.5875,1.2125,0.4375,34.6147395,16.96717575,6.8889285,8.9300925,9.0
11620,F,1.6125,1.3125,0.4625,44.22522,20.68096025,8.91591775,11.4815475,10.0
11621,M,1.075,0.7875,0.2625,9.82310175,3.798833,1.88524175,2.82077525,12.0
11622,F,1.6125,1.3,0.45,38.11590275,16.6411565,10.0073735,11.90679,12.0
11623,I,1.1875,0.8875,0.275,12.74310025,5.4147545,2.891649,3.8271825,8.0
11624,I,0.95,0.6625,0.25,6.81805475,3.35941575,1.51669825,1.984465,7.0
11625,M,1.625,1.225,0.4125,32.034935,15.46465225,6.30776375,10.6310625,10.0
11626,I,1.1125,0.9125,0.275,12.71475075,5.40057975,2.8066005,3.96893,8.0
11627,M,1.2,0.9625,0.375,22.92057075,9.87980075,4.57844425,6.80388,9.0
11628,M,1.5125,1.175,0.375,32.31843,15.2803805,7.29999625,8.788345,10.0
11629,I,1.125,0.875,0.3375,13.04077,5.953395,2.9199985,3.8271825,8.0
11630,I,1.15,0.9,0.3,13.39513875,6.13766675,2.494756,3.5436875,9.0
11631,M,1.4875,1.1375,0.3875,27.08794725,10.77281,6.39281225,8.3631025,10.0
11632,F,1.5125,1.2,0.4375,28.8314415,11.4815475,6.22271525,10.489315,16.0
11633,F,1.625,1.2875,0.4625,35.5580405,13.7495075,8.29222875,10.3475675,11.0
11634,F,1.4375,1.125,0.3875,28.8314415,12.3887315,6.22271525,6.463686,11.0
11635,F,1.5625,1.2375,0.3875,37.194544,15.52135125,7.78193775,9.922325,8.0
11636,M,1.4875,1.1375,0.4,30.57493575,13.16834275,5.59902625,9.922325,14.0
11637,I,1.1375,0.9375,0.275,12.99824575,5.159609,2.62232875,4.53592,8.0
11638,I,1.0,0.775,0.225,9.82310175,4.32329875,1.63009625,2.83495,8.0
11639,M,1.55,1.225,0.4125,30.1922175,14.13222575,8.0796075,8.0796075,10.0
11640,F,1.3375,1.1,0.4125,27.91008275,8.9300925,6.1518415,8.50485,15.0
11641,I,0.95,0.6875,0.25,8.618248,3.47281375,1.7860185,2.28213475,7.0
11642,I,0.8,0.625,0.2125,4.932813,2.02698925,1.17650425,1.5025235,6.0
11643,M,1.4625,1.1125,0.3875,27.555714,11.8784405,6.010094,7.087375,12.0
11644,F,1.45,1.15,0.4375,31.2694985,10.6310625,6.67630725,9.07184,8.0
11645,I,1.4125,1.0625,0.4,25.92561775,8.731646,6.690482,9.4970825,14.0
11646,I,0.7125,0.525,0.1625,3.005047,1.17650425,0.623689,0.9922325,4.0
11647,M,1.525,1.175,0.3875,28.803092,15.52135125,5.3580555,6.6621325,9.0
11648,F,1.5375,1.175,0.35,27.9242575,11.793392,5.6982495,7.654365,12.0
11649,I,1.4,1.1,0.3875,23.37416275,11.1413535,4.60679375,6.520385,9.0
11650,I,0.8125,0.5875,0.1875,4.3941725,2.0128145,1.00640725,1.417475,6.0
11651,F,1.1,0.8625,0.3125,11.0279555,4.86193925,2.65067825,3.685435,7.0
11652,M,1.325,1.05,0.35,19.901349,9.62465525,3.95475525,6.23689,10.0
11653,M,1.3125,1.075,0.35,24.4089195,9.468733,5.76912325,7.087375,10.0
11654,M,1.55,1.1625,0.35,29.18581025,13.79203175,7.2858215,7.767763,8.0
11655,F,1.4875,1.1875,0.475,32.16250775,12.0485375,6.22271525,11.623295,25.0
11656,F,1.2875,1.0625,0.35,21.885814,8.561549,4.49339575,7.2291225,8.0
11657,I,1.2125,0.9125,0.275,14.67086625,7.81028725,2.721552,3.96893,8.0
11658,I,0.9,0.675,0.2125,7.314171,2.6932025,1.13398,1.8994165,8.0
11659,I,1.1375,0.9375,0.3125,15.2236815,6.13766675,3.231843,4.819415,9.0
11660,I,0.4,0.275,0.0875,0.41106775,0.21262125,0.12757275,0.1417475,4.0
11661,F,1.525,1.175,0.3875,28.10852925,14.04717725,5.74077375,7.7961125,10.0
11662,M,1.525,1.25,0.4125,32.10580875,13.31009025,7.767763,8.334753,11.0
11663,I,1.3125,1.0125,0.375,23.530085,7.711064,4.86193925,7.72523875,12.0
11664,M,1.6,1.3,0.4125,35.19590425,15.8473705,7.7394135,10.20582,10.0
11665,I,1.3375,1.05,0.3375,17.78931125,7.75358825,3.84135725,5.386405,9.0
11666,I,1.1,0.8375,0.25,12.417081,5.62737575,2.22543575,2.73572675,8.0
11667,F,1.3375,1.05,0.3625,22.83552225,10.8578585,4.819415,6.0951425,8.0
11668,M,1.2375,0.95,0.3,15.35125425,6.98815175,3.27436725,4.1673765,10.0
11669,M,1.45,1.15,0.375,29.24250925,9.87980075,5.68407475,8.6465975,13.0
11670,I,1.2125,0.9,0.2875,14.07552675,6.67630725,3.061746,4.6776675,10.0
11671,F,1.3375,1.1125,0.4,25.7696955,11.49572225,6.0951425,6.87475375,13.0
11672,I,1.4375,1.075,0.375,24.36639525,12.62970225,5.03203625,6.80388,9.0
11673,F,1.7625,1.375,0.4875,49.8100715,19.09338825,10.432616,16.612807,17.0
11674,M,1.7,1.3,0.4,42.354153,17.59086475,9.525432,11.66581925,9.0
11675,I,1.2,0.8875,0.25,9.19941275,3.8271825,2.4097075,3.40194,8.0
11676,F,1.3125,1.0625,0.375,20.87940675,7.767763,3.98310475,7.087375,9.0
11677,I,0.9375,0.6875,0.2375,6.76135575,2.721552,1.31825175,2.26796,7.0
11678,M,1.5625,1.225,0.4125,33.9910505,14.92601175,6.93145275,8.9300925,12.0
11679,M,1.3,1.0,0.3125,18.69649525,8.4198015,4.6209685,5.10291,8.0
11680,F,1.1625,0.8625,0.2625,13.56523575,6.3786375,2.948348,3.798833,9.0
11681,M,1.45,1.125,0.3375,23.43086175,11.32562525,4.5075705,6.3786375,8.0
11682,F,1.8,1.4375,0.5375,72.234526,30.34813975,14.50076925,17.57669,10.0
11683,I,0.9,0.675,0.225,5.82582225,2.2963095,1.11980525,1.757669,6.0
11684,M,1.475,1.175,0.3125,24.6357155,11.113004,5.896696,6.23689,8.0
11685,I,1.325,0.9875,0.3,16.88212725,9.8939755,3.07592075,4.7343665,8.0
11686,F,1.6125,1.225,0.4375,34.7848365,13.60776,7.2858215,11.623295,20.0
11687,I,0.5875,0.4,0.125,1.54504775,0.89300925,0.38271825,0.4252425,3.0
11688,F,1.2,0.975,0.4,24.437269,8.3064035,5.5848515,9.07184,10.0
11689,F,1.5875,1.2625,0.4125,37.1094955,16.6411565,8.221355,7.7961125,10.0
11690,I,1.3125,1.0,0.3375,22.7646485,9.922325,3.9405805,6.23689,9.0
11691,I,1.0,0.7625,0.25,8.17883075,3.41611475,1.360776,2.6932025,7.0
11692,M,1.675,1.35,0.4625,45.472598,20.00057225,10.77281,10.20582,10.0
11693,M,1.225,0.95,0.3875,18.01610725,6.76135575,4.37999775,5.386405,14.0
11694,F,1.5125,1.225,0.3875,29.21415975,10.19164525,6.406987,9.355335,11.0
11695,M,1.825,1.4,0.475,42.807745,16.4143605,10.149121,12.757275,19.0
11696,M,1.5625,1.2,0.45,36.570855,13.11164375,8.37727725,11.90679,19.0
11697,M,1.3,1.0,0.325,18.83824275,9.62465525,4.03980375,5.20213325,8.0
11698,F,1.7375,1.3625,0.4875,53.14113775,25.61377325,11.60912025,12.8990225,11.0
11699,I,1.325,1.0375,0.325,19.674553,9.17106325,4.72019175,5.8116475,9.0
11700,I,0.9125,0.675,0.2125,6.33611325,2.7499015,1.190679,1.8427175,5.0
11701,M,0.8375,0.6375,0.1875,4.706017,2.154562,1.0489315,1.13398,6.0
11702,F,1.525,1.2125,0.4,35.25260325,15.422128,8.68912175,7.654365,13.0
11703,I,1.65,1.3,0.3875,36.1456125,17.6050395,7.314171,8.88756825,10.0
11704,F,1.0,0.775,0.2125,9.4970825,4.252425,1.97029025,2.551455,10.0
11705,F,1.5375,1.175,0.3875,34.23202125,15.1102835,8.2497045,9.7805775,11.0
11706,I,0.95,0.7,0.225,6.53455975,2.9766975,1.2190285,2.1262125,7.0
11707,I,0.675,0.4875,0.1375,2.8632995,1.28990225,0.4819415,0.94970825,6.0
11708,F,1.5625,1.2125,0.4,30.63163475,14.64251675,7.10154975,8.221355,13.0
11709,M,1.2875,0.975,0.35,18.200379,9.752228,3.55786225,4.819415,9.0
11710,F,1.5375,1.1875,0.4375,31.6096925,14.0330025,7.27164675,7.767763,8.0
11711,F,1.575,1.225,0.425,27.88173325,13.9763035,5.79747275,8.3631025,12.0
11712,F,1.5,1.175,0.4,26.988724,12.5588285,6.87475375,8.03708325,9.0
11713,F,1.475,1.1625,0.4,27.555714,11.509897,5.386405,7.767763,14.0
11714,F,1.5375,1.1875,0.375,27.499015,14.7133905,6.2652395,7.3425205,10.0
11715,I,1.2,0.9125,0.2,13.2392165,6.633783,2.3530085,3.96893,8.0
11716,M,1.5625,1.2375,0.4375,35.13920525,15.03940975,9.241937,8.7599955,10.0
11717,I,1.1625,0.8875,0.2625,13.22504175,5.14543425,2.87747425,3.96893,8.0
11718,F,1.3625,1.1125,0.4,26.6768795,7.8528115,5.14543425,8.50485,14.0
11719,M,1.3125,0.975,0.3125,17.53416575,8.164656,4.26659975,4.3941725,9.0
11720,F,1.5625,1.3,0.4125,34.8415355,14.855138,8.50485,9.99319875,8.0
11721,M,1.5375,1.2,0.4125,34.06192425,14.344847,6.406987,9.2135875,14.0
11722,I,1.1375,0.875,0.25,13.45183775,5.443104,2.5798045,4.252425,8.0
11723,M,1.6125,1.2875,0.4375,39.98696975,15.03940975,7.47009325,11.623295,14.0
11724,I,1.025,0.8,0.2625,11.49572225,4.9611625,2.608154,3.005047,8.0
11725,I,0.925,0.6625,0.225,6.13766675,2.721552,1.0489315,1.984465,6.0
11726,M,1.3625,1.1,0.3125,21.6873675,10.1207715,4.43669675,5.953395,9.0
11727,M,1.375,1.05,0.375,25.2027055,10.6877615,5.0745605,6.6621325,10.0
11728,I,1.125,0.875,0.2625,10.33339275,4.94698775,2.33883375,3.33106625,7.0
11729,F,1.375,1.0375,0.3375,21.87163925,10.546014,4.6209685,5.613201,8.0
11730,I,1.175,0.925,0.3125,13.551061,5.10291,2.948348,4.3941725,8.0
11731,M,1.4125,1.1,0.3625,26.231055,10.67358675,6.36446275,7.087375,11.0
11732,F,1.7,1.325,0.4625,44.4236665,18.824068,10.432616,11.3398,10.0
11733,M,1.3,0.95,0.35,16.68368075,7.654365,5.159609,5.5281525,9.0
11734,F,1.375,1.025,0.4125,24.84833675,8.3064035,4.32329875,11.3398,12.0
11735,I,1.45,1.1,0.3125,19.050864,9.468733,3.95475525,6.23689,10.0
11736,M,1.5,1.1875,0.4,28.81726675,12.23280925,7.41339425,7.7961125,12.0
11737,F,1.6625,1.3125,0.4125,37.32211675,15.77649675,8.49067525,11.3398,14.0
11738,F,1.5625,1.225,0.425,34.6714385,13.59358525,7.3992195,11.4815475,9.0
11739,M,1.3375,1.1125,0.35,24.323871,10.19164525,4.86193925,7.27164675,11.0
11740,F,1.375,1.05,0.3125,21.21960075,8.77417025,4.706017,7.087375,12.0
11741,M,1.45,1.125,0.375,24.9192105,11.75086775,5.40057975,6.3786375,8.0
11742,I,1.25,0.95,0.3,16.9246515,7.257472,3.7137845,4.3941725,8.0
11743,F,1.5125,1.1625,0.4625,34.5013415,12.417081,7.257472,10.77281,10.0
11744,I,1.0375,0.775,0.275,8.80251975,3.55786225,1.80019325,2.67902775,6.0
11745,M,1.1875,0.9,0.2875,14.61416725,5.25883225,2.8066005,4.1106775,10.0
11746,F,1.5375,1.2625,0.4625,37.1094955,14.0330025,9.3836845,12.6155275,14.0
11747,F,1.6,1.225,0.4125,34.5013415,13.9763035,8.17883075,8.6465975,11.0
11748,F,1.425,1.1625,0.375,28.803092,10.149121,6.27941425,8.50485,12.0
11749,I,1.0,0.75,0.2375,7.81028725,2.7499015,1.247378,2.14038725,7.0
11750,I,1.2125,0.95,0.325,15.195332,6.25106475,2.96252275,4.53592,20.0
11751,F,1.275,1.0125,0.3625,22.6512505,6.7755305,4.479221,6.23689,17.0
11752,M,1.4875,1.1875,0.4,37.194544,17.78931125,7.04485075,8.37727725,9.0
11753,F,1.125,0.85,0.3,13.39513875,5.8683465,3.118445,3.5436875,7.0
11754,I,0.45,0.3,0.0,0.793786,0.2551455,0.226796,0.2551455,4.0
11755,F,1.4,1.1125,0.3375,24.38057,11.01378075,4.932813,7.7961125,9.0
11756,I,0.6,0.4875,0.175,2.99087225,14.0330025,0.56699,0.7087375,5.0
11757,I,1.1875,0.95,0.3,17.690088,7.83863675,4.03980375,5.2446575,8.0
11758,I,1.375,1.075,0.425,22.92057075,10.95708175,4.8477645,7.7961125,13.0
11759,F,1.5625,1.2125,0.3875,38.51279575,15.46465225,8.4198015,10.9145575,16.0
11760,M,1.45,1.0875,0.4,23.983677,10.33339275,5.4714535,6.9456275,9.0
11761,M,1.35,1.0375,0.35,22.5378525,4.72019175,5.8116475,6.9456275,14.0
11762,I,1.3375,1.05,0.325,21.64484325,8.845044,4.01145425,7.2291225,15.0
11763,M,1.45,1.0625,0.35,22.75047375,10.24834425,4.57844425,7.7961125,9.0
11764,I,0.9375,0.6875,0.175,6.1518415,2.6932025,1.4458245,1.984465,7.0
11765,M,1.4375,1.175,0.375,28.91649,13.7495075,5.556502,6.80388,9.0
11766,F,1.5875,1.275,0.4375,36.78347625,17.293195,8.561549,10.50348975,9.0
11767,M,1.3,1.0,0.375,24.0687255,11.97766375,5.1879585,5.953395,8.0
11768,F,1.4875,1.175,0.4125,30.3623145,12.3320325,6.350288,8.50485,12.0
11769,F,1.525,1.2,0.375,32.034935,12.77144975,5.96756975,8.3631025,9.0
11770,F,1.425,1.1125,0.375,28.22192725,15.1669825,5.2446575,7.83863675,9.0
11771,I,0.9125,0.675,0.2375,6.64795775,2.83495,1.06310625,1.984465,7.0
11772,M,1.5875,1.3,0.4125,38.20095125,16.612807,9.7238785,9.63883,10.0
11773,I,1.1,0.8375,0.275,10.9145575,5.28718175,2.50893075,3.118445,7.0
11774,I,1.3125,0.925,0.325,16.68368075,6.9456275,4.025629,4.9611625,9.0
11775,I,0.925,0.6875,0.25,8.03708325,4.69184225,1.77184375,2.324659,6.0
11776,I,0.425,0.2375,0.0625,0.510291,0.21262125,0.21262125,0.1417475,4.0
11777,M,1.25,0.9625,0.3375,16.9246515,6.577084,3.9972795,4.6776675,10.0
11778,M,1.4,1.0625,0.3625,22.66542525,9.8372765,5.10291,6.3219385,11.0
11779,F,1.625,1.25,0.375,31.014353,13.60776,6.1518415,8.788345,12.0
11780,I,1.1875,0.875,0.275,14.911837,6.8322295,3.6003865,3.685435,8.0
11781,M,1.525,1.175,0.375,30.91512975,18.01610725,5.2446575,7.6827145,9.0
11782,I,0.6875,0.5125,0.1625,2.381358,0.86465975,0.56699,0.850485,7.0
11783,M,1.55,1.2375,0.4,32.02076025,12.9557215,7.540967,8.6465975,10.0
11784,I,1.2875,1.0,0.3125,16.71203025,7.78193775,3.685435,4.819415,8.0
11785,I,1.1,0.85,0.25,11.8217415,4.8477645,2.50893075,3.40194,7.0
11786,M,1.3,1.0375,0.325,20.96445525,9.99319875,5.23048275,4.252425,8.0
11787,F,1.55,1.2,0.3625,27.499015,13.99047825,5.6699,7.5126175,8.0
11788,F,1.3,1.0375,0.4,20.638436,9.8372765,4.06815325,5.386405,8.0
11789,M,1.0625,0.8875,0.275,12.757275,5.4147545,2.2963095,3.685435,10.0
11790,M,1.4875,1.1375,0.375,25.84056925,11.8784405,5.1312595,7.37087,11.0
11791,M,1.475,1.15,0.3625,27.78251,12.1052365,5.6699,7.9662095,10.0
11792,M,1.5,1.2,0.375,28.2644515,11.07047975,6.973977,7.86698625,9.0
11793,F,1.5125,1.1625,0.3875,29.199985,12.82814875,6.39281225,9.19941275,9.0
11794,I,1.3,1.0,0.3,17.4349425,7.3992195,3.64291075,5.8116475,9.0
11795,I,1.15,0.8625,0.2625,12.3887315,5.273007,2.9766975,3.685435,8.0
11796,I,0.9125,0.7375,0.225,7.9095105,3.55786225,1.88524175,2.551455,7.0
11797,F,1.5625,1.2125,0.4125,31.19862475,14.16057525,7.257472,8.9300925,13.0
11798,I,0.7875,0.575,0.1875,3.35941575,1.54504775,1.00640725,1.13398,7.0
11799,I,1.3375,1.025,0.325,19.43358225,9.87980075,3.64291075,4.60679375,8.0
11800,M,1.7,1.3125,0.4625,42.127357,18.83824275,9.5537815,10.9145575,14.0
11801,I,1.1125,0.8125,0.3125,10.8011595,4.83358975,2.45223175,3.2601925,8.0
11802,I,1.375,1.1,0.35,23.09066775,11.49572225,5.03203625,6.80388,8.0
11803,F,1.2625,0.9875,0.3125,19.447757,9.2135875,3.9405805,5.2446575,10.0
11804,M,1.5625,1.225,0.3625,31.18445,15.03940975,6.5487345,8.9300925,9.0
11805,M,1.45,1.125,0.425,32.6302745,15.97494325,6.577084,6.80388,10.0
11806,M,1.525,1.2,0.375,35.16755475,17.08057375,7.767763,8.9300925,9.0
11807,F,1.225,0.9625,0.3375,17.95940825,7.21494775,4.819415,5.2446575,7.0
11808,I,1.125,0.8375,0.3,11.29727575,5.273007,2.324659,3.8271825,8.0
11809,F,1.3,1.025,0.3375,20.08562075,9.87980075,4.40834725,6.23689,11.0
11810,F,1.575,1.225,0.3875,35.3518265,18.12950525,8.1363065,8.9300925,10.0
11811,I,1.0625,0.8125,0.325,9.96484925,4.6209685,2.381358,2.6932025,7.0
11812,M,1.6625,1.3375,0.4375,44.8772585,20.70930975,7.9095105,12.8990225,13.0
11813,F,1.625,1.25,0.4125,36.230661,16.726205,8.0229085,9.4970825,10.0
11814,M,1.6375,1.2625,0.5,37.23706825,15.1669825,8.60407325,13.7495075,12.0
11815,M,1.6375,1.2125,0.4375,36.61337925,17.3215445,8.51902475,11.056305,12.0
11816,F,1.375,1.05,0.3375,23.23241525,8.0796075,5.45727875,7.087375,13.0
11817,F,1.2625,0.9625,0.3125,16.839603,6.70465675,3.50116325,4.819415,10.0
